,movie,year,director,watched,era,tagA,tagB,tagC,tagD,tagE,tagF,tagG,franchise,fansOf,actors,trailer,comment,rating
,Missile to the Moon,1958,,no,Silver,,,,,,,,,,,,,
,Tales of Frankenstein,1958,,no,Silver,,,,,,,,,,,,,
,Terror in the Haunted House,1958,,no,Silver,,,,,,,,,,,,,
,The Bride and the Beast,1958,,no,Silver,,,,,,,,,,,,,
,The Castle of the Monsters,1958,,no,Silver,,,,,,,,,,,,,
,The Colossus of New York,1958,,no,Silver,,,,,,,,,,,,,
,The H-Man,1958,,no,Silver,,,,,,,,,,,,,
,The Haunted Strangler,1958,,no,Silver,,,,,,,,,,,,,
,The Lost Missile,1958,,no,Silver,,,,,,,,,,,,,
,The New Invisible Man,1958,,no,Silver,,,,,,,,,,,,,
,The Robot vs. the Aztec Mummy,1958,,no,Silver,,,,,,,,,,,,,
,The Strange World of Planet X,1958,,no,Silver,,,,,,,,,,,,,
,The Thing That Couldn't Die,1958,,no,Silver,,,,,,,,,,,,,
,Varan the Unbelievable,1958,,no,Silver,,,,,,,,,,,,,
,War of the Colossal Beast,1958,,no,Silver,,,,,,,,,,,,,
,War of the Satellites,1958,,no,Silver,,,,,,,,,,,,,
,A Bucket Of Blood,1959,Roger Corman,yes,Silver,Psychological,Comedy,,,,,,,,"Dick Miller, Barboura Morris, Antony Carbone",,,
,Attack of the Giant Leeches,1959,Bernard L. Kowalski,yes,Silver,Creature,,,,,,,,,"Ken Clark, Yvette Vickers, Jan Shepard",,,
,Beast from Haunted Cave,1959,Monte Hellman,yes,Silver,Monster,,,,,,,,,"Sheila Noonan, Frank Wolff, Michael Forest, Richard Sinatra",,,
,House on Haunted Hill,1959,William Castle,yes,Silver,Ghost,Haunted Location,,,,,,,,"Vincent Price, Carol Ohmart, Richard Long",,,
,Night Of The Ghouls,1959,Steno,yes,Silver,Vampire,Comedy,Christopher Lee,,,,,,,"Kenne Duncan, Duke Moore, Tor Johnson",,,
,Plan 9 From Outer Space,1959,Ed Wood,yes,Silver,Alien,Vampire,Zombie,,,,,,,"Gregory Walcott, Tom Keene, Mona McKinnon, Bela Lugosi, Maila Nurmi",,,
,The Alligator People,1959,Roy Del Ruth,yes,Silver,Mad Scientist,Monster,Animal,,,,,,,,03-qoYRKbuE?si=9Gocpsb7oKMb4To9,,
,The Giant Gila Monster,1959,Ray Kellogg,yes,Silver,Monster,Big,Big Monster,,,,,,,"Don Sullivan, Fred Graham, Lisa Simone",,,
,The Head,1959,Victor Trivas,yes,Silver,Mad Scientist,,,,,,,,The Brain That Wouldn't Die,"Horst Frank, Karin Kernke, Helmut Schmid",,,
,The Manster,1959,"George Breakston, Kenneth G. Crane",yes,Silver,Mad Scientist,Monster,,,,,,,,"Peter Dyneley, Jane Hylton, Tetsu Nakamura, Terri Zimmern, Norman Van Hawley, Toyoko Takechi, Jerry Ito",,,
,The Monster of Piedras Blancas,1959,Irvin Berwick,yes,Silver,Monster,Blob,,,,,,,"The Creature From The Black Lagoon, The Giant Gila Monster","Les Tremayne, Forrest Lewis, John Harmon",,,
,The Mummy,1959,Terence Fisher,yes,Silver,Monster,Mummy,Hammer,Christopher Lee,Peter Cushing,,,,"The Mummy, Horror Of Dracula","Peter Cushing, Christopher Lee, Yvonne Furneaux",,,
,The Tingler,1959,William Castle,yes,Silver,Creature,,,,,,,,,"Vincent Price, Judith Evelyn, Darryl Hickman",,,
,The Wasp Woman,1959,Roger Corman,yes,Silver,Monster,,,,,,,,,"Susan Cabot, Anthony Eisley, Barboura Morris",,,
,Curse of the Undead,1959,,no,Silver,,,,,,,,,,,,,
,Ghost of Dragstrip Hollow,1959,,no,Silver,,,,,,,,,,,,,
,Jack the Ripper,1959,,no,Silver,,,,,,,,,,,,,
,Teenagers from Outer Space,1959,,no,Silver,,,,,,,,,,,,,
,Terror Is a Man,1959,,no,Silver,,,,,,,,,,,,,
,The Bat,1959,,no,Silver,,,,,,,,,,,,,
,The Black Pit of Dr. M,1959,,no,Silver,,,,,,,,,,,,,
,The Four Skulls of Jonathan Drake,1959,,no,Silver,,,,,,,,,,,,,
,The Giant Behemoth,1959,,no,Silver,,,,,,,,,,,,,
,The Man Who Could Cheat Death,1959,,no,Silver,,Hammer,,,,,,,,,,,
,13 Ghosts,1960,William Castle,yes,Silver,Ghost,Supernatural,,,,,,,,"Charles Herbert, Jo Morrow, Rosemary DeCamp, Margaret Hamilton, Donald Woods",,,
,Psycho,1960,Alfred Hitchcock,yes,Silver,Slasher,Psychological,Maternal,Norman Bates,,,,,,"Anthony Perkins, Janet Leigh, Vera Miles",,,
,The Brides of Dracula,1960,Terence Fisher,yes,Silver,Monster,Vampire,Dracula,,,,,,,,,,
,Black Sunday,1960,,no,Silver,,,,,,,,,,,,,
,Circus of Horrors,1960,,no,Silver,,,,,,,,,,,,,
,Eyes Without a Face,1960,,no,Silver,,,,,,,,,,,,,
,Horrors of Spider Island,1960,,no,Silver,,,,,,,,,,,,,
,House of Usher,1960,Roger Corman,no,Silver,Macabre,,,,,,,,,,,,
,Last Woman on Earth,1960,Roger Corman,no,Silver,,,,,,,,,,,,,
,Monster Demolisher,1960,,no,Silver,,,,,,,,,,,,,
,Never Take Sweets From A Stranger,1960,,no,Silver,,Hammer,,,,,,,,,,,
,Peeping Tom,1960,,no,Silver,,,,,,,,,,,,,
,Ship Of Monsters,1960,,no,Silver,,,,,,,,,,,,,
,The Brides of Dracula,1960,,no,Silver,,,,,,,,,,,,,
,The City of the Dead,1960,,no,Silver,,,,,,,,,,,,,
,The Flesh and the Fiends,1960,,no,Silver,,,,,,,,,,,,,
,The Hypnotic Eye,1960,,no,Silver,,,,,,,,,,,,,
,The Leech Woman,1960,,no,Silver,,,,,,,,,,,,,
,The Little Shop of Horrors,1960,Roger Corman,no,Silver,,,,,,,,,,,,,
,The Stranglers of Bombay,1960,,no,Silver,,,,,,,,,,,,,
,The Tell-Tale Heart,1960,,no,Silver,,,,,,,,,,,,,
,The Two Faces of Dr. Jekyll,1960,,no,Silver,,,,,,,,,,,,,
,Tormented,1960,,no,Silver,,,,,,,,,,,,,
,Village of the Damned,1960,,no,Silver,,,,,,,,,,,,,
,The Curse of The Werewolf,1961,Terence Fisher,yes,Silver,Monster,Werewolf,Hammer,,,,,,,"Clifford Evans, Oliver Reed, Yvonne Romain",,,
,Bloodlust!,1961,,no,Silver,,,,,,,,,,,,,
,Creature from the Haunted Sea,1961,Roger Corman,no,Silver,,,,,,,,,,,,,
,Doctor Blood's Coffin,1961,,no,Silver,,,,,,,,,,,,,
,Homicidal,1961,,no,Silver,,,,,,,,,,,,,
,Konga,1961,,no,Silver,,,,,,,,,,,,,
,Mr. Sardonicus,1961,,no,Silver,,,,,,,,,,,,,
,Night Tide,1961,,no,Silver,,,,,,,,,,,,,
,Scream of Fear,1961,,no,Silver,,,,,,,,,,,,,
,Shadow of the Cat,1961,,no,Silver,,,,,,,,,,,,,
,Taste of Fear,1961,,no,Silver,,,,,,,,,,,,,
,The Beast of Yucca Flats,1961,,no,Silver,,,,,,,,,,,,,
,The Innocents,1961,,no,Silver,,,,,,,,,,,,,
,The Pit and the Pendulum,1961,Roger Corman,no,Silver,,,,,,,,,,,,,
,Burn Witch Burn (Night of The Eagle),1962,Sidney Hayers,yes,Silver,Psychological,Curse,,,,,,,,"Peter Wyngarde, Janet Blair, Margaret Johnston",,,
,Carnival of Souls,1962,Herk Harvey,yes,Silver,Psychological,Death,,,,,,,,"Candace Hilligoss, Frances Feist, Sidney Berger",,,
,The Brain That Wouldn't Die,1962,Joseph Green,yes,Silver,Mad Scientist,Monster,,,,,,,,"Jason Evers, Virginia Leith, Anthony La Penna",,,
,Captain Clegg,1962,,no,Silver,,,,,,,,,,,,,
,Night Creatures,1962,,no,Silver,,,,,,,,,,,,,
,Premature Burial,1962,Roger Corman,no,Silver,,,,,,,,,,,,,
,Tales of Terror,1962,Roger Corman,no,Silver,Bronze,,,,,,,,,,,,
,The Cabinet of Caligari,1962,,no,Silver,,,,,,,,,,,,,
,The Day Of The Triffids,1962,,no,Silver,,,,,,,,,,,,,
,The Horrible Dr. Hichcock,1962,,no,Silver,,,,,,,,,,,,,
,The Phantom of the Opera,1962,,no,Silver,,,,,,,,,,,,,
,The Premature Burial,1962,,no,Silver,,,,,,,,,,,,,
,The Witch's Mirror,1962,,no,Silver,,,,,,,,,,,,,
,What Ever Happened to Baby Jane?,1962,,no,Silver,,,,,,,,,,,,,
,Twice Told Tales,1963,Sidney Salkow,yes,Silver,Anthology,Gothic,Macabre,Vincent Price,,,,,,"Vincent Price, Sebastian Cabot, Brett Halsey",,,
,Black Sabbath,1963,,no,Silver,,,,,,,,,,,,,
,Black Zoo,1963,,no,Silver,,,,,,,,,,,,,
,Blood Feast,1963,,no,Silver,,,,,,,,,,,,,
,Dementia 13,1963,,no,Silver,,,,,,,,,,,,,
,Diary of a Madman,1963,,no,Silver,,,,,,,,,,,,,
,Kiss of the Vampire,1963,,no,Silver,,,,,,,,,,,,,
,Paranoiac,1963,,no,Silver ,,Hammer,,,,,,,,,,,
,Slime People,1963,,no,Silver,Creature,,,,,,,,,,,,
,The Birds,1963,,no,Silver,Animal,,,,,,,,,,,,
,The Comedy of Terrors,1963,,no,Silver,,,,,,,,,,,,,
,The Crawling Hand,1963,,no,Silver,,,,,,,,,,,,,
,The Haunted Palace,1963,Roger Corman,no,Silver,,,,,,,,,,,,,
,The Haunting,1963,,no,Silver,,,,,,,,,,,,,
,The Old Dark House,1963,,no,Silver,,,,,,,,,,,,,
,The Raven,1963,Roger Corman,no,Silver,Vincent Price,,,,,,,,,,,,
,The Terror,1963,,no,Silver,,,,,,,,,,,,,
,Nightmare,1964,Freddie Francis,yes,Silver,Psychological,Hammer,,,,,,,,,,,
,The Masque of the Red Death,1964,Roger Corman,yes,Silver,Occult,Dystopia,Vincent Price,,,,,,,"Vincent Price, Hazel Court, Jane Asher",,,
,At Midnight I'll Take Your Soul,1964,,no,Silver,,,,,,,,,,,,,
,Blood and Black Lace,1964,,no,Silver,,,,,,,,,,,,,
,Castle of Blood,1964,,no,Silver,,,,,,,,,,,,,
,The Creeping Terror,1964,,no,Silver,,,,,,,,,,,,,
,The Gorgon,1964,,no,Silver,,,,,,,,,,,,,
,The Horror of Party Beach,1964,,no,Silver,,,,,,,,,,,,,
,The Last Man on Earth,1964,,no,Silver,,,,,,,,,,,,,
,The Thrill Killers/The Maniacs Are Loose,1964,,no,Silver,,,,,,,,,,,,,
,The Tomb of Ligeia,1964,Roger Corman,no,Silver,,,,,,,,,,,,,
,Bloody Pit of Horror,1965,Massimo Pupillo,yes,Silver,Torture,Gore,Gothic,,,,,,,"Mickey Hargitay, Walter Brandi, Luisa Baratto, Ralph Zucker",,,
,The Nanny,1965,https://www.youtube.com/watch?v=daHCUAkVRuQ,watch,Silver,https://www.youtube.com/watch?v=idaGDWbua9Q,Hammer,,,,,,,,,,,
,Die! Die! My Darling,1965,,no,Silver,,,,,,,,,,,,,
,The Beach Girls and the Monster,1965,,no,Silver,,,,,,,,,,,,,
,The Plague of the Zombies,1966,John Gilling,yes,Silver,Zombies,Hammer,Occult,Voodoo,,,,,,,,,
,Incubus,1966,,watch,Silver,,,,,,,,,,,,,
,Rasputin the Mad Monk,1966,,watch,Silver,,Hammer,,,,,,,,,,,
,The Reptile,1966,,watch,Silver,,Hammer,,,,,,,,,,,
,Destination Inner Space,1966,,no,Silver,,,,,,,,,,,,,
,Dracula Prince of Darkness,1966,,no,Silver,,,,,,,,,,,,,
,The Undertaker and His Pals,1966,,no,Silver,,,,,,,,,,,,,
,It!,1967,Herbert J. Leder,yes,Silver,Occult,Monster,Golem,,,,,,,,,,
,Frankenstein Created Woman,1967,,watch,Silver,https://www.youtube.com/watch?v=aAUcZOgvWIA,Hammer,,,,,,,,,,,
,Gallery of Horrors,1967,,no,Silver,,,,,,,,,,,,,
,Quatermass and the Pit,1967,,no,Silver,,,,,,,,,,,,,
,The Spirit is Willing,1967,William Castle,no,Silver,,,,,,,,,,,,,
,Dracula Has Risen from the Grave,1968,Freddie Francis,yes,Silver,Monster,Dracula,Hammer,,,,,,,,,,
,Night Of The Living Dead,1968,George A. Romero,yes,Silver,Zombie,Dystopia,Romero,,,,,Romero Zombie,,,,,
,The Devil Rides Out,1968,,watch,Silver,,,,,,,,,,,,,
,Astro Zombies,1968,,no,Silver,,,,,,,,,,,,,
,Frankenstein Must be Destroyed,1969,Terence Fisher,yes,Silver,Monster,Frankenstein,Mad Scientist,Hammer,,,,Frankenstein Hammer,,,,,
,The Wizard of Gore,1970,Herschell Gordon Lewis,yes,Silver,Splatter,Gore,Body,Psychological,,,,,,,,,2
,Scars Of Dracula,1970,,watch,Silver,,Hammer,,,,,,,,,,,
,Frankenstein,1970,,no,Silver,,,,,,,,,,,,,
,Horror of the Blood Monsters,1970,,no,Silver,,,,,,,,,,,,,
,I Drink Your Blood/I Eat Your Skin,1970,,no,Silver,,,,,,,,,,,,,
,Taste the Blood of Dracula,1970,,no,Silver,Monster,Draciula,Vampire,Christopher Lee,,,,,,,,,
,The Vampire Lovers,1970,,no,Silver,,,,,,,,,,,,,
,Lust for a Vampire,1971,Jimmy Sangster,yes,Silver,Monster,Vampire,Hammer,,,,,,,"Ralph Bates, Barbara Jefford, Suzanna Leigh",,,
,The Adbominable Dr. Phibes,1971,Robert Fuest,yes,Silver,Slasher,Mad Scientist,Revenge,,,,,,,"Vincent Price, Joseph Cotten, Hugh Griffith, Terry-Thomas, Virginia North",,,5
,Dr. Jekyll and Sister Hyde,1971,,watch,Silver,,,,,,,,,,,,,
,Blood from the Mummy's Tomb,1971,,no,Silver,,Hammer,,,,,,,,,,,
,The Blood on Satan's Claw,1971,,no,Silver,,Hammer,Dr. Jekyl,,,,,,,,,,
,The Corpse Grinders,1971,,no,Silver,,,,,,,,,,,,,
,The House that Dripped Blood,1971,,no,Silver,,,,,,,,,,,,,
,Twins of Evil,1971,,no,Silver,,,,,,,,,,,,,
,Werewolves on Wheels,1971,,no,Silver,,,,,,,,,,,,,
,Baron Blood,1972,Mario Bava,yes,Silver,Supernatural,Torture,,,,,,,,,,,3
,Beware! The Blob,1972,Larry Hagman,yes,Silver,Blob,Monster,,,,,,,,,,,3
,Dr. Phibes Rises Again,1972,Robert Fuest,yes,Silver,Slasher,Torture,,,,,,,,,,,4
,Moon of the Wolf,1972,Daniel Petrie,yes,Silver,Monster,Werewolf,,,,,,,,,,,2
,Demons Of The Mind,1972,,watch,Silver,,Hammer,,,,,,,,,,,
,Don't Torture a Duckling,1972,Lucio Fulci,watch,Silver,,,,,,,,,,,,,
,Night of The Lepus,1972,,watch,Silver,Animal,Rabbits,Giant,,,,,,,,,,
,Straight On Till Morning,1972,,watch,Silver,,Hammer,,,,,,,,,,,
,Vampire Circus,1972,,watch,Silver,,Hammer,,,,,,,,,,,
,Asylum,1972,,no,Silver,,,,,,,,,,,,,
,Children Shouldn't Play with Dead Things,1972,,no,Silver,,,,,,,,,,,,,
,Dr Jekyll vs The Wolfman,1972,,no,Silver,,,,,,,,,,,,,
,Dracula A.D.,1972,,no,Silver,,,,,,,,,,,,,
,Tombs of the Blind Dead,1972,,no,Silver,,,,,,,,,,,,,
,Dr. Tarr's Torture Dungeon,1973,Juan López Moctezuma,yes,Bronze,Psychological,Insanity,,,,,,,,,,,4
,Horror Rises from the Tomb,1973,Carlos Aured,yes,Bronze,Occult,Supernatural,Zombie,Witchcraft,,,,,,"Paul Naschy, Emma Cohen, Helga Line, Victor Alcazar, Luis Ciges, Maria Jose Cantudo",,,
,Return of The Blind Dead,1973,Amando de Ossorio,yes,Bronze,Zombie,,,,,,,,,,,,4
,The Exorcist,1973,William Friedkin,yes,Bronze,Demon,Exorcism,Pazuzu,Possession,,,,Exorcist,,,,,5
,Theatre of Blood,1973,Douglas Hickox,yes,Bronze,Revenge,Gore,Splatter,,,,,,,"Vincent Price, Diana Rigg, Ian Hendry",,,4
,Vault of Horror,1973,Roy Ward Baker,yes,Bronze,Anthology,Vampire,Murder,Occult,,,,,,"Terry Thomas, Denholm Elliott, Dawn Addams, Tom Baker, Jasmina Hilton",,,3
,The Legend of Hell House,1973,,watch,Bronze,,,,,,,,,,,,,
,Cannibal Girls,1973,,no,Bronze,,,,,,,,,,,,,
,Flesh For Frankenstein,1973,,no,Bronze,,,,,,,,,,,,,
,The Hunchback of the Rue Morgue,1973,,no,Bronze,,,,,,,,,,,,,
,The Satanic Rites of Dracula,1973,,no,Bronze,,,,,,,,,,,,,
,Torso,1973,,no,Bronze,,,,,,,,,,,,,
,Black Christmas,1974,Bob Clark,yes,Bronze,Slasher,Christmas,,,,,,,,,,,5
,Craze,1974,Freddie Francis,yes,Bronze,Occult,Supernatural,,,,,,,,"Jack Palance, Diana Dors, Julie Ege",,,3
,Frankenstein and The Monster From Hell,1974,Terence Fisher,yes,Bronze,Monster,Frankenstein,,Hammer,,,,,,,,,3
,It's Alive,1974,Larry Cohen,yes,Bronze,Monster,,,,,,,,,,,,4
,The Living Dead at Manchester Morgue,1974,Jorge Grau,yes,Bronze,Zombie,,,,,,,,,,,,
,The Texas Chainsaw Massacre,1974,Tobe Hooper,yes,Bronze,Slasher,Leatherface,Drayton,,,,,Texas Chainsaw Massacre,,,,,5
,Young Frankenstein,1974,Mel Brooks,yes,Bronze,Monster,Frankenstein,,,,,,,,,,,5
,Captain Kronos – Vampire Hunter,1974,,watch,Bronze,,Hammer,,,,,,,,,,,
,From Beyond The Grave,1974,,no,Bronze,,,,,,,,,,,,,
,Legend of the 7 Golden Vampires,1974,,no,Bronze,,,,,,,,,,,,,
,Shanks,1974,William Castle,no,Bronze,,,,,,,,,,,,,
,Jaws,1975,Steven Spielberg,yes,Bronze,Shark,Animal,Water,,,,,,,,,,5
,Legend Of The Werewolf,1975,Freddie Francis,yes,Bronze,Werewolf,Monster,,,,,,,,"Peter Cushing, Ron Moody, Hugh Griffith, Roy Castle, David Rintoul",,,5
,The Devil's Rain,1975,Robert Fuest,yes,Bronze,Occult,Body,,,,,,,,,,,3
,Trilogy of Terror,1975,Dan Curtis,yes,Bronze,Anthology,,,,,,,,,,,,3
,The Werewolf vs The Yeti,1975,,no,Bronze,,,,,,,,,,,,,
,"Alice, Sweet Alice",1976,Alfred Sole,yes,Bronze,Slasher,Psychological,,,,,,,,,,,4
,Carrie,1976,Brian De Palma,yes,Bronze,Supernatural,Telepathy,Revenge,,,,,,,"Sissy Spacek, John Travolta, Piper Laurie",,,4
,Drive-In Massacre,1976,Stu Segall,yes,Bronze,Slasher,,,,,,,,,,,,3
,The Food Of The Gods,1976,Bert I. Gordon,yes,Bronze,Animal,Giant Animal,Mutation,Nature,,,,,,,,,3
,Burnt Offerings,1976,,no,Bronze,,,,,,,,,,,,,
,Terror in the Wax Museum,1976,,no,Silver,,,,,,,,,,,,,
,The Town That Dreaded Sundown,1976,,no,Bronze,,,,,,,,,,,,,
,Empire Of The Ants,1977,Bert I. Gordon,yes,Bronze,Creature,Bug,,,,,,,,,,,2
,Meatcleaver Massacre,1977,"Keith Burns, Ed Wood",yes,Bronze,Slasher,Demon,,,,,,,,,,,3
,Rabid,1977,David Cronenberg,yes,Bronze,Zombie,,,,,,,,,,,,4
,The Hills Have Eyes,1977,Wes Craven,yes,Bronze,Slasher,Rednecks,Mutants,The Hill People,Hills Family,,,,,,,,5
,The Incredible Melting Man,1977,William Sachs,yes,Bronze,Body,Monster,,,,,,,,"Alex Rebar, Burr DeBenning, Lisle Wilson, Ann Sweeny, Samuel Gelfman",,,4
,The Sentinel,1977,Michael Winner,yes,Bronze,Supernatural,Demon,,,,,,,,"Cristina Raines, Ava Gardner, Chris Sarandon, John Carradine, Christopher Walken, Jeff Goldblum, Beverly D'Angelo",,,4
,Exorcist II: The Heretic,1977,John Boorman,no,Bronze,Demon,Exorcism,Pazuzu,,,,,,,,,,
,Rituals,1977,,no,Bronze,,,,,,,,,,,,,
,Suspiria,1977,,no,Bronze,,,,,,,,,,,,,
,The Island of Dr. Moreau,1977,Don Taylor,no,Bronze,,,,,,,,,,,,,
,Attack of The Killer Tomoatoes,1978,John De Bello,yes,Bronze,Monster,Comedy,,,,,,,,,,,4
,Dawn Of The Dead,1978,George A. Romero,yes,Bronze,Zombie,Dystopia,Romero,,,,,Romero Zombie,,,,,5
,Halloween,1978,John Carpenter,yes,Bronze,Slasher,Halloween,Michael Myers,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,"After killing his sister on Halloween night, Michael Myers escapes 15 years later and returns to his hometown to find a new victim.",5
,Invasion of the Body Snatchers,1978,Philip Kaufman,yes,Bronze,Alien,Plant,Invasion,,,,,,,,,,4
,It's Alive 2: It Lives Again,1978,Larry Cohen,yes,Bronze,Monster,Baby,,,,,,,,,,,
,Jaws 2,1978,Jeannot Szwarc,yes,Bronze,Shark,Animal,Water,,,,,,,,,,3
,Magic,1978,Richard Attenborough,yes,Bronze,Pyshcological,Doll,,,,,,,,,,,3
,The Brain Leeches,1978,,no,Bronze,,,,,,,,,,,,,
,The Fury,1978,,no,Bronze,,,,,,,,,,,,,
,Alien,1979,Ridley Scott,yes,Bronze,Alien,Space,Xenomorph,Facehugger,Sci-fi,Ellen Ripley,,,,"Sigourney Weaver, Tom Skerritt, Veronica Cartwright, John Hurt, Ian Holm, Bolaji Badejo, Yaphet Kotto, Harry Dean Stanton",,,5
,Island of Fishmen,1979,Sergio Martino,yes,Bronze,Creature,,,,,,,,,"Barbara Bach, Claudio Cassinelli, Richard Johnson, Joseph Cotten",,,4
,Nosferatu the Vampyre,1979,Werner Herzog,yes,Bronze,Monster,Vampire,,,,,,,,,,,4
,Phantasm,1979,Don Coscarelli,yes,Bronze,Alien,Creature,Tall Man,Sci-fi,,,,,,,,,4
,Salem's Lot,1979,Tobe Hooper,yes,Bronze,Monster,Vampire,Stephen King,,,,,,,,,,3
,The Brood,1979,David Cronenberg,yes,Bronze,Psychological,Body,Creature,,,,,,,,,,3
,Tourist Trap,1979,David Schmoeller,yes,Bronze,Slasher,,,,,,,,,,,,4
,Zombie,1979,Lucio Fulci,yes,Bronze,Zombie,,,,,,,,,,,,4
,The Amityville Horror,1979,,no,Bronze,,,,,,,,,,,,,
,When A Stranger Calls,1979,,no,Bronze,,,,,,,,,,,,,
,Alligator,1980,Lewis Teague,yes,Bronze,Animal,Big,Big Animal,,,,,,,,,,4
,Antropophagus: The Beast,1980,Joe D'Amato,yes,Bronze,Slasher,Cannibalism,,,,,,,,,,,4
,City of The Living Dead,1980,Lucio Fulci,yes,Bronze,Zombie,Hell,Lovecraftian,,,,,,,,,,5
,Demonoid,1980,Alfredo Zacarías,yes,Bronze,Demon,Satan,Occult,Possession,Supernatural,,,,,"Samantha Eggar, Stuart Whitman, Roy Jenson, Lew Saunders, Narciso Busquets, José Chávez",,,4
,Friday The 13th,1980,Sean S. Cunningham,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Betsy Palmer, Kevin Bacon, Adrienne King, Robbi Morgan, Laurie Bartman",,,4
,Hell of the Living Dead,1980,Bruno Mattei,yes,Bronze,Zombie,,,,,,,,,,,,5
,Humanoids From The Deep,1980,"Barbara Peeters, Jimmy T. Murakami",yes,Bronze,Creature,Water,,,,,,,,,,,4
,Inferno,1980,Dario Argento,yes,Bronze,Supernatural,Apocalypse,,,,,,,,,,,
,Motel Hell,1980,Kevin Connor,yes,Bronze,Slasher,Cannibalism,,,,,,,,,,,5
,Prom Night,1980,Paul Lynch,yes,Bronze,Slasher,,,,,,,,,,,,4
,Terror Train,1980,Roger Spottiswoode,yes,Bronze,Slasher,Train,,,,,,,,"Jamie Lee Curtis, Derek McKinnon, Ben Johnson, Sandee Currie, Sandee Currie",,,4
,The Children,1980,Max Kalmanowicz,yes,Bronze,Mutant,,,,,,,,,,,,3
,The Fog,1980,John Carpenter,yes,Bronze,Ghost,Pirate,,,,,,,,,,,4
,The Hearse,1980,George Bowers,yes,Bronze,Ghost,Supernatural,Haunted House,Satan,,,,,,"Trish Van Devere, Joseph Cotten, David Gautreaux, Donald Hotton",,,2
,The Shining,1980,Stanley Kubrick,yes,Bronze,Ghost,Stephen King,,,,,,,,,,,5
,Altered States,1980,,watch,Bronze,,,,,,,,,,,,,
,Fade to Black,1980,Vernon Zimmerman,watch,Bronze,Psychological,,,,,,,,,,,,
,Alien Dead,1980,,no,Bronze,,,,,,,,,,,,,
,Cannibal Holacaust,1980,,no,Bronze,Found,Tribal,Cannibalism,Mockumentary,,,,,,,,,
,Contamination,1980,,no,Bronze,,,,,,,,,,,,,
,Dressed To Kill,1980,,no,Bronze,,,,,,,,,,,,,
,Encounters of the Spooky Kind,1980,,no,Bronze,,,,,,,,,,,,,
,Erotic Nights of The Living Dead,1980,,no,Bronze,,,,,,,,,,,,,
,Nightmare City (City of The Walking Dead),1980,,no,Bronze,,,,,,,,,,,,,
,The Babysitter,1980,Peter Medak,no,Bronze,,,,,,,,,,,,,
,Without Warning,1980,,no,Bronze,,,,,,,,,,,,,
,Zombie Holocaust (Zombi Holocaust),1980,,no,Bronze,,,,,,,,,,,,,
,Absurd,1981,Joe D'Amato,yes,Bronze,Slasher,Supernatural,,,,,,,,,,,3
,An American Werewolf In London,1981,John Landis,yes,Bronze,Monster,Werewolf,,,,,,,,,,,5
,Bloody Birthday,1981,Edward Hunt,yes,Bronze,Slasher,Kids,Occult,,,,,,,,,,3
,Dark Night Of The Scarecrow,1981,Frank De Felitta,yes,Bronze,Slasher,TV,,,,,,,,,,,4
,Dawn of The Mummy,1981,Frank Agrama,yes,Bronze,Mummy,Zombie,Monster,,,,,,,,,,2
,Dead And Buried,1981,Gary Sherman,yes,Bronze,Zombie,Mad Scientist,,,Mystery,,,,,,,,4
,Don't Go in the Woods,1981,James Bryan,yes,Bronze,Slasher,Woods,Campers,,,,,,,,,,
,Fear No Evil,1981,Frank LaLoggia,yes,Bronze,Satan,Demon,Zombie,Religious,Cult,Occult,,,,,,,3
,Final Exam,1981,Jimmy Huston,yes,Bronze,Slasher,,,,,,,,,,,,3
,Frankenstein Island,1981,Jerry Warren,yes,Bronze,Frankenstein,Mad Scientist,,,,,,,,,,,
,Friday The 13th Part 2,1981,Steve Miner,yes,Bronze,Slasher,Jason Voorhees,,,,,,Friday The 13th,,"Warrington Gillette, Amy Steel, John Furey, Adrienne King, Marta Kober, Bill Randolph",,,5
,Frightmare,1981,Norman Thaddeus Vane,yes,Bronze,Supernatural,Slasher,Gothic,,,,,,,"Ferdy Mayne, Luca Bercovici, Jennifer Starrett, Nita Talbot, Barbara Pilavin",,,
,Galaxy Of Terror,1981,Bruce D. Clark,yes,Bronze,Hell,Fear,Alien,Fantasy,Space,Lovecraftian,,,,"Edward Albert, Erin Moran, Ray Walston, Robert Englund, Sid Haig",,,3
,Graduation Day ,1981,Herb Freed,yes,Bronze,Slasher,,,,,,,,,,,,2
,Halloween 2,1981,Rick Rosenthal,yes,Bronze,Slasher,Halloween,Michael Myers,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,"After being shot by Dr. Loomis, Mochael Myers escapes the scene and pursues an injured Laurie Strode at a hospital.",5
,Happy Birthday To Me,1981,J. Lee Thompson,yes,Bronze,Slasher,,,,,,,,,,,,4
,Hell Night,1981,Tom DeSimone,yes,Bronze,Slasher,Haunted House,,,,,,,,,,,3
,Hospital Massacre,1981,Boaz Davidson,yes,Bronze,Slasher,,,,,,,,,,,,3
,Inseminoid,1981,Norman J. Warren,yes,Bronze,Alien,Space,Lovecraftian,,,,,,,,,,4
